prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,euclidean,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,2,KBinsDiscretizer,,uniform,6,ordinal,,DecisionTreeClassifier,random,,2,1,,2,1,3,gini,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,SelectKBest,,3,KBinsDiscretizer,,kmeans,6,ordinal,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,False,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,uniform,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,1,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,random,,2,2,,2,1,3,entropy,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,True,,True,RobustScaler,IterativeImputer,,constant,descending,PCA,2,,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,True,,True,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,kmeans,6,ordinal,,DecisionTreeClassifier,best,,3,2,,4,2,1,entropy,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,1,,3,1,3,entropy,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,PowerTransformer,IterativeImputer,,constant,random,PCA,3,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,PCA,1,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,2,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,2,,KBinsDiscretizer,,kmeans,3,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,5,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,13,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,euclidean,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.5332512315270936
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,7,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,False,,True,,StandardScaler,IterativeImputer,,most_frequent,descending,PCA,1,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5377668308702791
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,14,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,PCA,3,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,4,,2,1,3,entropy,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,euclidean,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,euclidean,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,euclidean,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,minkowski,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,distance,KNeighborsClassifier,,15,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,best,,4,4,,2,2,2,gini,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5397372742200328
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5335796387520525
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
