prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,2,Binarizer,2.0,,,,distance,KNeighborsClassifier,,16,,,minkowski,,,,,success,0.5018062397372743
imputation_normalization_discretization_features_classification,,True,,False,RobustScaler,IterativeImputer,,constant,arabic,SelectKBest,,2,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.5442528735632184
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.539655172413793
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,17,,,minkowski,,,,,success,0.5145320197044336
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,success,0.5020525451559934
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,3,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,False,,True,,StandardScaler,FunctionTransformer,,,,PCA,3,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5096880131362889
normalization_imputation_discretization_features_classification,False,,True,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5215106732348113
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,arabic,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.5313628899835796
normalization_features_imputation_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,0.5,,,,,DecisionTreeClassifier,best,,3,2,,4,2,2,entropy,previous_constraint,-inf
imputation_features_normalization_discretization_classification,False,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,success,0.5192939244663383
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.5089490968801313
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,,GaussianNB,,,,,,,,,,success,0.5223316912972085
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,KBinsDiscretizer,,quantile,4,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,random,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.5113300492610837
features_discretization_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,3,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,random,SelectKBest,,1,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,True,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,,DecisionTreeClassifier,random,,4,4,,2,1,1,gini,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,KBinsDiscretizer,,uniform,5,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
features_normalization_imputation_discretization_classification,,True,,False,RobustScaler,IterativeImputer,,constant,ascending,PCA,3,,KBinsDiscretizer,,quantile,3,ordinal,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,fail,-inf
discretization_features_imputation_normalization_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,random,SelectKBest,,3,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,3,4,,4,1,2,gini,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.5313628899835796
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,6,,,euclidean,,,,,success,0.49499178981937597
discretization_features_imputation_normalization_classification,False,,True,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,True,,True,RobustScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,2,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.5311986863711001
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,,DecisionTreeClassifier,random,,2,4,,2,1,2,gini,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,SelectKBest,,1,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,True,,False,RobustScaler,IterativeImputer,,constant,roman,PCA,2,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.49400656814449917
imputation_discretization_normalization_features_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,2,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,5,,,euclidean,,,,,success,0.5069786535303776
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5394088669950738
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,descending,SelectKBest,,2,Binarizer,0.0,,,,distance,KNeighborsClassifier,,4,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5294745484400656
features_discretization_normalization_imputation_classification,False,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,KBinsDiscretizer,,quantile,3,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,2,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5078817733990147
discretization_imputation_features_normalization_classification,,True,,False,RobustScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,GaussianNB,,,,,,,,,,success,0.5270935960591133
imputation_normalization_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,random,,4,4,,4,1,3,entropy,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5288998357963874
imputation_features_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,success,0.5113300492610837
normalization_imputation_features_discretization_classification,False,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,17,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5213464696223316
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5416256157635467
features_imputation_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,KBinsDiscretizer,,quantile,4,ordinal,,DecisionTreeClassifier,random,,4,1,,4,1,1,gini,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5288998357963876
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5489326765188834
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5256978653530376
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5489326765188834
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.535632183908046
features_discretization_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,4,,4,1,3,gini,previous_constraint,-inf
discretization_features_imputation_normalization_classification,False,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,3,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,1,,2,1,2,entropy,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,3,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,minkowski,,,,,fail,-inf
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,3,ordinal,,GaussianNB,,,,,,,,,,success,0.5451559934318555
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,success,0.5529556650246306
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_normalization_discretization_features_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,6,,,manhattan,,,,,success,0.47980295566502457
features_imputation_normalization_discretization_classification,False,,True,,StandardScaler,FunctionTransformer,,,,PCA,2,,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,1,,4,2,3,gini,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,3,Binarizer,0.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,minkowski,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,PCA,3,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,3,KBinsDiscretizer,,kmeans,4,ordinal,uniform,KNeighborsClassifier,,8,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,uniform,3,ordinal,,DecisionTreeClassifier,best,,2,3,,3,2,3,gini,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,SelectKBest,,3,KBinsDiscretizer,,uniform,3,ordinal,uniform,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,3,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,4,1,,3,2,3,entropy,previous_constraint,-inf
imputation_normalization_features_discretization_classification,False,,True,,StandardScaler,SimpleImputer,most_frequent,,,SelectKBest,,3,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,fail,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,IterativeImputer,,constant,ascending,SelectKBest,,2,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,4,3,,3,2,3,entropy,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,success,0.5199507389162561
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,3,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,4,1,,2,2,1,entropy,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,constant,roman,FunctionTransformer,,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,2,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,True,,False,RobustScaler,FunctionTransformer,,,,SelectKBest,,3,KBinsDiscretizer,,kmeans,6,ordinal,,DecisionTreeClassifier,best,,2,4,,2,2,3,gini,previous_constraint,-inf
normalization_features_imputation_discretization_classification,False,,True,,StandardScaler,FunctionTransformer,,,,PCA,1,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,False,,True,,StandardScaler,IterativeImputer,,most_frequent,random,PCA,1,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,ascending,SelectKBest,,1,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,5,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,3,4,,2,2,1,entropy,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,False,,True,RobustScaler,FunctionTransformer,,,,SelectKBest,,1,KBinsDiscretizer,,uniform,6,ordinal,distance,KNeighborsClassifier,,4,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,14,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,False,,True,RobustScaler,IterativeImputer,,constant,roman,SelectKBest,,3,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,3,,,euclidean,,,,,success,0.49088669950738917
imputation_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,success,0.56568144499179
discretization_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,random,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,3,,,manhattan,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,False,,True,RobustScaler,IterativeImputer,,constant,arabic,SelectKBest,,1,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,4,,3,1,1,gini,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,random,SelectKBest,,2,KBinsDiscretizer,,kmeans,3,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,3,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,False,,False,,StandardScaler,IterativeImputer,,most_frequent,roman,PCA,1,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,4,4,,4,2,1,gini,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,3,,KBinsDiscretizer,,uniform,3,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,True,,True,RobustScaler,IterativeImputer,,constant,random,PCA,1,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,False,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,success,0.5318555008210181
imputation_normalization_discretization_features_classification,False,,False,,StandardScaler,IterativeImputer,,constant,roman,PCA,1,,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,random,,4,4,,2,1,1,gini,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,2,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,GaussianNB,,,,,,,,,,success,0.5594417077175697
imputation_normalization_features_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,1,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,3,,2,1,3,entropy,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,random,,2,1,,4,2,1,entropy,previous_constraint,-inf
features_imputation_discretization_normalization_classification,False,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,4,1,,2,2,2,gini,previous_constraint,-inf
