prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5184729064039408
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5266009852216749
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5236453201970444
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5600164203612479
imputation_discretization_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5339901477832514
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5094417077175697
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5410509031198687
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.542200328407225
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5184729064039408
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5358784893267652
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5345648604269294
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5094417077175697
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.535303776683087
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.5600985221674877
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5094417077175697
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5464696223316913
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5327586206896552
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5366995073891626
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5217569786535304
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5479474548440064
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5490147783251232
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5350574712643679
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.527832512315271
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5505747126436782
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5189655172413793
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5312807881773398
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5558292282430213
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.530623973727422
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.535632183908046
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,2,KBinsDiscretizer,,uniform,6,ordinal,,DecisionTreeClassifier,random,,2,1,,2,1,3,gini,fail,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,distance,KNeighborsClassifier,,18,,,manhattan,,,,,fail,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,success,0.5085385878489327
normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,SelectKBest,,3,KBinsDiscretizer,,kmeans,6,ordinal,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,fail,-inf
features_imputation_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,3,,,euclidean,,,,,fail,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_discretization_features_imputation_classification,False,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,uniform,KNeighborsClassifier,,3,,,minkowski,,,,,fail,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,1,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,random,,2,2,,2,1,3,entropy,fail,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.5402298850574713
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5348111658456485
normalization_features_discretization_imputation_classification,,True,,True,RobustScaler,IterativeImputer,,constant,descending,PCA,2,,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
discretization_normalization_features_imputation_classification,,True,,True,RobustScaler,SimpleImputer,most_frequent,,,PCA,3,,KBinsDiscretizer,,kmeans,6,ordinal,,DecisionTreeClassifier,best,,3,2,,4,2,1,entropy,fail,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5405582922824302
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5386699507389163
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5427750410509031
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,2,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,1,,3,1,3,entropy,fail,-inf
features_imputation_normalization_discretization_classification,,,,,PowerTransformer,IterativeImputer,,constant,random,PCA,3,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_normalization_features_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,PCA,1,,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_normalization_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,2,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,fail,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,2,,KBinsDiscretizer,,kmeans,3,ordinal,,GaussianNB,,,,,,,,,,fail,-inf
normalization_features_imputation_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,5,,,minkowski,,,,,success,0.5068144499178981
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5332512315270936
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,13,,,euclidean,,,,,success,0.521592775041051
imputation_normalization_discretization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,13,,,euclidean,,,,,success,0.5332512315270936
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,success,0.5316091954022989
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,euclidean,,,,,success,0.5264367816091954
features_normalization_discretization_imputation_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.5366174055829228
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5360426929392447
normalization_discretization_features_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,PCA,1,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5340722495894911
normalization_imputation_discretization_features_classification,,True,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.5366174055829228
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5284893267651889
features_imputation_normalization_discretization_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5386699507389162
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5421182266009852
discretization_normalization_features_imputation_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5507389162561576
imputation_normalization_discretization_features_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5377668308702791
discretization_normalization_features_imputation_classification,False,,True,,StandardScaler,IterativeImputer,,most_frequent,descending,PCA,1,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,fail,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.536535303776683
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5517241379310345
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5247126436781608
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.551888341543514
discretization_normalization_features_imputation_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,14,,,euclidean,,,,,success,0.5291461412151067
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5561576354679804
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,distance,KNeighborsClassifier,,14,,,minkowski,,,,,success,0.5332512315270936
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,PCA,3,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,4,,2,1,3,entropy,fail,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5564860426929392
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5298850574712644
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5165024630541872
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5349753694581281
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,16,,,manhattan,,,,,success,0.5369458128078818
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5291461412151067
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5545155993431855
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,euclidean,,,,,success,0.5074712643678161
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,euclidean,,,,,success,0.5282430213464696
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.527832512315271
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5325944170771757
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,euclidean,,,,,success,0.5402298850574712
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,minkowski,,,,,success,0.535303776683087
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5114942528735632
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5433497536945813
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5545155993431855
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5217569786535304
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5283251231527094
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.550903119868637
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5400656814449917
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5379310344827586
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5490147783251232
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5091133004926108
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5391625615763548
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,success,0.5269293924466338
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,distance,KNeighborsClassifier,,15,,,euclidean,,,,,success,0.5358784893267651
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5433497536945813
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5410509031198686
normalization_imputation_discretization_features_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,best,,4,4,,2,2,2,gini,success,0.5
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,success,0.5033661740558293
discretization_imputation_normalization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.5259441707717569
features_imputation_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.516256157635468
imputation_discretization_normalization_features_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5397372742200328
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5335796387520525
normalization_discretization_features_imputation_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.542528735632184
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5217569786535304
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5379310344827586
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5247126436781608
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.538752052545156
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5400656814449917
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,15,,,manhattan,,,,,success,0.5417077175697865
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.5293103448275862
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,17,,,manhattan,,,,,success,0.529064039408867
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5587848932676518
discretization_normalization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.5469622331691297
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5413793103448277
